pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
2205613,tcp,192.168.100.147,25278,192.168.100.3,80,30071,0.038661,34,3.048692,1,3.084248,100,0,0.407063,3.138006,1,DDoS,TCP
3650083,tcp,192.168.100.147,42082,192.168.100.5,17877,26804,0,100,0.001637,1,0.001637,100,0,0,0.001637,1,Reconnaissance,Service_Scan
3625017,tcp,192.168.100.148,2290,192.168.100.3,139,1220,0,100,0.001131,1,0.001131,100,0,0,0.001131,1,Reconnaissance,Service_Scan
1408324,udp,192.168.100.150,25984,192.168.100.3,80,4581,1.9188,100,0,4,3.48745,100,0,0.537607,4.823108,1,DoS,UDP
3311627,udp,192.168.100.148,5167,192.168.100.3,80,158699,0.646416,100,2.769983,4,3.683222,100,0,0.724932,4.175562,1,DDoS,UDP
1833136,tcp,192.168.100.149,44789,192.168.100.3,80,181895,0,100,0.265576,1,0.265576,100,0,3.7654,0.265576,1,DDoS,TCP
1024056,udp,192.168.100.148,42968,192.168.100.6,80,144622,0.026606,100,3.521126,4,3.560595,100,0,0.280225,3.595571,1,DoS,UDP
2980231,udp,192.168.100.149,31511,192.168.100.3,80,89453,1.910441,100,0,4,2.701766,100,0,0.493445,4.05713,1,DDoS,UDP
557270,tcp,192.168.100.148,56862,192.168.100.6,80,31488,0,91,0,3,0,91,0,0.053237,0,1,DoS,TCP
3075982,udp,192.168.100.149,44078,192.168.100.3,80,185204,1.912612,100,0,4,2.704835,100,0,0.493323,4.062775,1,DDoS,UDP
1334419,udp,192.168.100.150,9922,192.168.100.3,80,192830,1.753602,100,0,4,3.060155,100,0,0.474894,4.922504,1,DoS,UDP
1039742,udp,192.168.100.147,63192,192.168.100.7,80,160308,0.030013,100,2.535429,4,2.581143,100,0,0.38656,2.617221,1,DoS,UDP
1454298,udp,192.168.100.147,37797,192.168.100.7,80,50555,0.502495,100,2.511318,4,3.378234,100,0,0.287019,3.735876,1,DoS,UDP
1152404,udp,192.168.100.148,20512,192.168.100.6,80,10815,2.052649,100,0,4,1.674676,100,0,0.190974,4.314751,1,DoS,UDP
2493502,tcp,192.168.100.148,59205,192.168.100.3,80,55814,1.357123,100,0,1,1.357123,100,0,0.075209,2.714246,1,DDoS,TCP
3514024,udp,192.168.100.149,63745,192.168.100.3,80,98943,1.932843,71,0,4,2.733184,100,0,0.420572,4.132948,1,DDoS,UDP
473469,tcp,192.168.100.149,54843,192.168.100.5,80,209840,2.125063,93,0,1,1.52502,93,0,0.12731,4.530201,1,DoS,TCP
275926,tcp,192.168.100.149,59398,192.168.100.5,80,12296,1.985913,32,0,3,1.146567,32,0,0.135827,4.58627,1,DoS,TCP
32924,tcp,192.168.100.147,24281,192.168.100.7,80,31447,0,100,0,3,0,100,0,0.09428,0,1,DoS,TCP
3380292,udp,192.168.100.149,13024,192.168.100.3,80,227364,1.937553,100,0,4,2.739703,100,0,0.484686,4.150611,1,DDoS,UDP
3170363,udp,192.168.100.147,50929,192.168.100.3,80,17435,0.950318,75,2.96851,4,4.312422,100,0,1.003245,4.993612,1,DDoS,UDP
3479782,udp,192.168.100.147,6412,192.168.100.3,80,64701,1.402882,100,1.991301,4,3.975038,100,0,1.004508,4.99345,1,DDoS,UDP
3641556,icmp,192.168.100.5,0x0303,192.168.100.147,0x2500,18158,0,41,0,5,0,10,0,0.00123,0,1,Reconnaissance,Service_Scan
3500636,udp,192.168.100.147,19452,192.168.100.3,80,85555,0.962016,100,2.921893,4,4.282094,100,0,0.941818,4.986629,1,DDoS,UDP
1597150,udp,192.168.100.147,4411,192.168.100.7,80,193408,0.200886,100,3.62871,4,3.75561,100,0,0.282921,4.103329,1,DoS,UDP
2740768,udp,192.168.100.150,14400,192.168.100.3,80,112151,2.081283,65,0,4,2.919727,100,0,0.39075,4.702085,1,DDoS,UDP
1993010,tcp,192.168.100.150,32480,192.168.100.3,80,79616,1.958782,11,0,1,2.766959,100,0,0.273661,4.265304,1,DDoS,TCP
925559,udp,192.168.100.147,41784,192.168.100.7,80,46125,0.443729,100,1.392325,4,2.384117,100,0,0.404382,2.60497,1,DoS,UDP
1130069,udp,192.168.100.149,54655,192.168.100.5,80,250636,0.013938,100,4.083043,4,4.102399,100,0,0.243271,4.115593,1,DoS,UDP
1963110,tcp,192.168.100.148,56373,192.168.100.3,80,49716,1.655027,100,0,3,1.170281,100,0,0.204545,3.510843,1,DDoS,TCP
986918,udp,192.168.100.149,21306,192.168.100.5,80,107484,1.783216,100,0,4,3.088335,100,0,0.230705,4.150618,1,DoS,UDP
3019372,udp,192.168.100.147,16126,192.168.100.3,80,128594,1.366568,61,1.978857,4,3.911452,100,0,0.878386,4.886209,1,DDoS,UDP
3313831,udp,192.168.100.148,6989,192.168.100.3,80,160903,0.645775,100,2.770712,4,3.683116,100,0,0.725,4.173613,1,DDoS,UDP
1225212,udp,192.168.100.147,27572,192.168.100.7,80,83623,1.809229,28,0,4,2.214375,28,0,0.215516,3.809674,1,DoS,UDP
739917,udp,192.168.100.149,22711,192.168.100.5,80,122640,2.107972,100,0,4,2.106249,100,0,0.202525,4.33299,1,DoS,UDP
1735987,tcp,192.168.100.147,30288,192.168.100.3,80,84746,2.408128,80,0,1,2.408128,100,0,0.204254,4.816257,1,DDoS,TCP
1013623,udp,192.168.100.150,61559,192.168.100.3,80,134189,1.788313,100,0,4,3.576562,100,0,0.446587,4.4839,1,DoS,UDP
1054096,udp,192.168.100.150,14031,192.168.100.3,80,174662,1.788646,100,0,4,3.577055,100,0,0.446607,4.487082,1,DoS,UDP
2910036,udp,192.168.100.150,16049,192.168.100.3,80,19258,0.940068,40,2.043244,4,3.3727,100,0,0.494466,4.038501,1,DDoS,UDP
847136,udp,192.168.100.149,47644,192.168.100.5,80,229859,2.10961,70,0,4,2.108674,70,0,0.223563,4.306188,1,DoS,UDP
1655017,tcp,192.168.100.147,4904,192.168.100.3,80,3776,0.003366,100,0,1,0.003366,100,0,0.226254,0.006732,1,DDoS,TCP
2034792,tcp,192.168.100.150,40972,192.168.100.3,80,121398,0.160275,95,4.061157,1,4.221438,100,0,0.27503,4.381719,1,DDoS,TCP
939593,udp,192.168.100.148,21730,192.168.100.6,80,60159,0.007326,100,3.565195,4,3.576133,100,0,0.279601,3.585678,1,DoS,UDP
1173993,udp,192.168.100.148,27701,192.168.100.6,80,32404,2.051047,100,0,4,1.673413,100,0,0.190663,4.309316,1,DoS,UDP
2719618,udp,192.168.100.149,8762,192.168.100.3,80,91001,1.91626,86,0,4,1.355001,100,0,0.307633,4.065002,1,DDoS,UDP
965321,udp,192.168.100.147,48987,192.168.100.7,80,85887,0.437612,36,1.410907,4,2.389071,36,0,0.404352,2.596747,1,DoS,UDP
28862,tcp,192.168.100.148,10214,192.168.100.6,80,27385,0.005163,100,0,3,0.002581,100,0,0.127562,0.012907,1,DoS,TCP
899999,udp,192.168.100.147,36577,192.168.100.7,80,20565,0.451776,100,1.372486,4,2.382251,100,0,0.404626,2.604592,1,DoS,UDP
1684274,tcp,192.168.100.149,4901,192.168.100.3,80,33033,0.048733,80,0,1,0.048733,100,0,0.18914,0.097466,1,DDoS,TCP
2996619,udp,192.168.100.150,38059,192.168.100.3,80,105841,1.896997,93,0,4,2.682757,100,0,0.494544,4.026708,1,DDoS,UDP
657406,udp,192.168.100.148,14226,192.168.100.6,80,40129,1.573702,95,0,4,2.723534,95,0,0.230991,3.733919,1,DoS,UDP
1706958,tcp,192.168.100.148,18688,192.168.100.3,80,55717,0,100,0,3,0,100,0,0.099041,0,1,DDoS,TCP
1898902,tcp,192.168.100.150,57990,192.168.100.3,80,247661,0,45,0.260383,1,0.260383,100,0,3.840496,0.260383,1,DDoS,TCP
467962,tcp,192.168.100.150,44053,192.168.100.3,80,204333,0.0217,77,0.142446,1,0.164146,77,0.035401,0.106203,0.185846,1,DoS,TCP
811347,udp,192.168.100.149,38897,192.168.100.5,80,194070,2.11128,100,0,4,2.110396,100,0,0.213467,4.30717,1,DoS,UDP
304117,tcp,192.168.100.148,54749,192.168.100.6,80,40487,0,51,0,3,0,51,0,0.16472,0,1,DoS,TCP
2525268,tcp,192.168.100.147,16492,192.168.100.3,80,87580,0.167325,100,0,1,0.163697,100,0.057459,0.129685,0.376401,1,DDoS,TCP
143286,tcp,192.168.100.147,53923,192.168.100.7,80,141809,0,100,0,3,0,100,0,0.119737,0,1,DoS,TCP
790047,udp,192.168.100.147,58139,192.168.100.7,80,172770,0.823056,100,2.562384,4,3.031314,100,0,0.358931,4.674832,1,DoS,UDP
1967476,tcp,192.168.100.148,57358,192.168.100.3,80,54082,1.619077,100,0,1,1.249982,100,0,0.27214,3.53638,1,DDoS,TCP
1671472,tcp,192.168.100.148,9311,192.168.100.3,80,20231,0.076102,80,0.022846,1,0.098948,100,0.102354,0.301657,0.175049,1,DDoS,TCP
3495801,udp,192.168.100.147,16921,192.168.100.3,80,80720,1.03387,100,2.77065,4,4.232486,100,0,0.951506,4.9881,1,DDoS,UDP
3180490,udp,192.168.100.149,36391,192.168.100.3,80,27562,0.994418,100,2.027717,4,3.433658,100,0,0.485525,4.16492,1,DDoS,UDP
3535063,udp,192.168.100.147,35880,192.168.100.3,80,119982,2.340347,98,0,4,3.30968,100,0,1.004634,4.983153,1,DDoS,UDP
604077,tcp,192.168.100.149,61712,192.168.100.5,80,78296,0.066911,35,0,1,0.084842,35,0.054245,0.054562,0.163553,1,DoS,TCP
821394,udp,192.168.100.147,65010,192.168.100.7,80,204117,1.049509,66,0,4,2.097733,66,0,0.326266,2.666718,1,DoS,UDP
1786262,tcp,192.168.100.149,32567,192.168.100.3,80,135021,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
2336270,tcp,192.168.100.149,39534,192.168.100.3,80,160730,0.059706,59,3.452976,3,3.512689,100,0,0.283601,3.572401,1,DDoS,TCP
1838696,tcp,192.168.100.147,55049,192.168.100.3,80,187455,0,100,0,3,0,100,0,0,0,1,DDoS,TCP
1709323,tcp,192.168.100.150,11065,192.168.100.3,80,58082,0,100,0,3,0,100,0,0.084966,0,1,DDoS,TCP
215883,tcp,192.168.100.148,64960,192.168.100.6,80,214406,0.009868,100,0,3,0.005697,100,0,0.13902,0.02279,1,DoS,TCP
1789604,tcp,192.168.100.149,33710,192.168.100.3,80,138363,0,49,0.21345,1,0.21345,100,0,4.684938,0.21345,1,DDoS,TCP
2466711,tcp,192.168.100.148,51483,192.168.100.3,80,29023,1.108308,100,0,1,0.928561,100,0,0.102852,2.486391,1,DDoS,TCP
3423349,udp,192.168.100.148,29495,192.168.100.3,80,8268,0.647167,100,2.752965,4,3.66761,100,0,0.728795,4.153352,1,DDoS,UDP
3211609,udp,192.168.100.150,46854,192.168.100.3,80,58681,0.97208,16,2.025815,4,3.4004,100,0,0.49064,4.104863,1,DDoS,UDP
2397152,tcp,192.168.100.147,33844,192.168.100.3,80,221612,1.462801,100,0,1,2.066561,100,0,0.412539,3.181527,1,DDoS,TCP
1047925,udp,192.168.100.150,10548,192.168.100.3,80,168491,1.790066,46,0,4,3.579929,46,0,0.446548,4.490178,1,DoS,UDP
1347498,udp,192.168.100.149,12624,192.168.100.5,80,205909,1.7689,52,0,4,2.140707,52,0,0.232555,4.064234,1,DoS,UDP
2169250,tcp,192.168.100.150,9164,192.168.100.3,80,255857,2.031754,100,0,3,2.031754,100,0,0.140125,4.063507,1,DDoS,TCP
1067542,udp,192.168.100.149,39730,192.168.100.5,80,188108,1.779634,70,0,4,3.082249,70,0,0.230927,4.13928,1,DoS,UDP
2549407,tcp,192.168.100.147,25768,192.168.100.3,80,111720,0.147312,100,0,1,0.085051,100,0,0.098603,0.340202,1,DDoS,TCP
2642370,udp,192.168.100.147,15693,192.168.100.3,80,13753,0.458145,100,3.993015,4,4.33843,100,0,0.838479,4.985862,1,DDoS,UDP
3052363,udp,192.168.100.147,31065,192.168.100.3,80,161585,1.370077,67,1.971749,4,3.909328,100,0,1.024995,4.880957,1,DDoS,UDP
46406,tcp,192.168.100.149,4307,192.168.100.5,80,44929,0,60,0,3,0,60,0,0.10386,0,1,DoS,TCP
737433,udp,192.168.100.149,22147,192.168.100.5,80,120156,2.108145,100,0,4,2.106407,100,0,0.202224,4.333848,1,DoS,UDP
1347298,udp,192.168.100.150,14545,192.168.100.3,80,205709,1.749131,44,0,4,3.048492,44,0,0.482594,4.921026,1,DoS,UDP
2253942,tcp,192.168.100.149,21420,192.168.100.3,80,78401,1.677013,42,0,3,2.366164,100,0,0.283334,3.688922,1,DDoS,TCP
2992074,udp,192.168.100.149,34897,192.168.100.3,80,101296,1.912036,100,0,4,2.704021,100,0,0.493511,4.061239,1,DDoS,UDP
2063400,tcp,192.168.100.150,46486,192.168.100.3,80,150006,0.032556,35,4.004201,3,4.036757,100,0,0.208279,4.069313,1,DDoS,TCP
602942,tcp,192.168.100.147,28733,192.168.100.7,80,77161,0,100,0,3,0,100,0,0.071235,0,1,DoS,TCP
132398,tcp,192.168.100.149,27592,192.168.100.5,80,130921,0.028245,71,0,1,0.016307,71,0,0.108669,0.06523,1,DoS,TCP
1507535,udp,192.168.100.150,44088,192.168.100.3,80,103792,0.03768,100,4.781917,4,4.814514,100,0,0.624797,4.878082,1,DoS,UDP
804062,udp,192.168.100.147,61210,192.168.100.7,80,186785,1.0472,100,0,4,2.093031,100,0,0.322058,2.682614,1,DoS,UDP
37572,tcp,192.168.100.147,26639,192.168.100.7,80,36095,0,100,0,3,0,100,0,0.093616,0,1,DoS,TCP
2425111,tcp,192.168.100.150,1540,192.168.100.3,80,249571,0.123847,100,3.753273,1,3.87712,100,0,0.341357,4.000966,1,DDoS,TCP
1634169,udp,192.168.100.148,34966,192.168.100.6,80,230427,0.024633,79,3.988453,4,4.023111,79,0,0.247881,4.042771,1,DoS,UDP
702810,udp,192.168.100.149,14236,192.168.100.5,80,85533,1.952001,94,0,4,2.760476,94,0,0.159011,4.15775,1,DoS,UDP
105876,tcp,192.168.100.148,32639,192.168.100.6,80,104399,0.005421,68,0,3,0.00271,68,0,0.129552,0.013552,1,DoS,TCP
1919612,tcp,192.168.100.150,17465,192.168.100.3,80,6211,2.084657,100,0,1,1.474075,100,0,0.204266,4.422226,1,DDoS,TCP
2640413,udp,192.168.100.147,13736,192.168.100.3,80,11796,0.461975,100,3.99359,4,4.33906,100,0,0.838394,4.992022,1,DDoS,UDP
109628,tcp,192.168.100.148,33610,192.168.100.6,80,108151,0.006052,100,0,3,0.003026,100,0,0.1298,0.01513,1,DoS,TCP
2923052,udp,192.168.100.149,15199,192.168.100.3,80,32274,0.95111,92,2.038486,4,3.383558,100,0,0.492979,4.05788,1,DDoS,UDP
808082,udp,192.168.100.150,53667,192.168.100.3,80,190805,0.315834,100,3.878499,4,4.399526,100,0,0.409834,4.718646,1,DoS,UDP
89469,tcp,192.168.100.149,15991,192.168.100.5,80,87992,0.025646,93,0,3,0.014807,93,0,0.105346,0.059227,1,DoS,TCP
1914752,tcp,192.168.100.3,80,192.168.100.147,9496,1351,1.358041,100,0,1,2.68525,100,0.192764,0.413566,3.5694,1,DDoS,TCP
2883911,udp,192.168.100.150,65189,192.168.100.3,80,255294,0.067592,69,4.033272,4,4.100849,100,0,0.489477,4.168427,1,DDoS,UDP
1072013,udp,192.168.100.150,23692,192.168.100.3,80,192579,0.034801,100,4.421245,4,4.47894,100,0,0.446482,4.511816,1,DoS,UDP
2970817,udp,192.168.100.150,31760,192.168.100.3,80,80039,0.947505,54,2.027178,4,3.367137,100,0,0.494762,4.042857,1,DDoS,UDP
3317382,udp,192.168.100.148,9580,192.168.100.3,80,164454,0.645636,100,2.770336,4,3.682483,100,0,0.725097,4.17407,1,DDoS,UDP
343741,tcp,192.168.100.149,18363,192.168.100.5,80,80111,2.010931,100,0,1,1.173085,100,0,0.123714,4.656024,1,DoS,TCP
2496788,tcp,192.168.100.148,60214,192.168.100.3,80,59100,1.258291,100,0,3,1.258291,100,0,0.049964,2.516582,1,DDoS,TCP
2944460,udp,192.168.100.148,56630,192.168.100.3,80,53682,0.631823,100,2.763375,4,3.656898,100,0,0.72922,4.107124,1,DDoS,UDP
441625,tcp,192.168.100.147,36151,192.168.100.7,80,177996,0,77,0,3,0,77,0,0.163412,0,1,DoS,TCP
1003452,udp,192.168.100.147,56278,192.168.100.7,80,124018,0.962641,98,0,4,2.152061,98,0,0.367475,2.606451,1,DoS,UDP
2771454,udp,192.168.100.148,46123,192.168.100.3,80,142837,0.793941,71,2.75543,4,3.843359,100,0,0.629905,4.627785,1,DDoS,UDP
1200374,udp,192.168.100.147,13803,192.168.100.7,80,58785,0.14112,100,3.586538,4,3.700539,100,0,0.217076,3.942148,1,DoS,UDP
2089556,tcp,192.168.100.149,64815,192.168.100.3,80,176162,1.859572,100,0,3,2.627561,100,0,0.254768,4.035965,1,DDoS,TCP
2444404,tcp,192.168.100.147,50728,192.168.100.3,80,6715,0.953371,100,0.25253,1,0.944379,100,0.057984,0.157307,2.292492,1,DDoS,TCP
1214062,udp,192.168.100.150,42511,192.168.100.3,80,72473,1.85333,100,0,4,3.274046,100,0,0.460163,4.968682,1,DoS,UDP
355764,tcp,192.168.100.148,64927,192.168.100.6,80,92134,0.008131,100,0,3,0.004066,100,0,0.163925,0.020328,1,DoS,TCP
1516902,udp,192.168.100.150,49364,192.168.100.3,80,113159,0.028755,35,4.7831,4,4.810277,35,0,0.625314,4.856104,1,DoS,UDP
1099120,udp,192.168.100.147,19913,192.168.100.7,80,219686,0.530037,100,2.540977,4,2.847373,100,0,0.406358,3.90628,1,DoS,UDP
2778004,udp,192.168.100.150,23952,192.168.100.3,80,149387,1.990136,19,0,4,2.808784,100,0,0.401114,4.368129,1,DDoS,UDP
1403795,udp,192.168.100.150,23375,192.168.100.3,80,45,1.919067,50,0,4,3.48755,50,0,0.542245,4.832092,1,DoS,UDP
3581096,tcp,192.168.100.148,36256,192.168.100.3,5850,3822,0,100,0.000168,1,0.000168,100,0,0,0.000168,1,Reconnaissance,OS_Fingerprint
2922397,udp,192.168.100.148,52239,192.168.100.3,80,31619,0.634874,100,2.759302,4,3.657092,100,0,0.729299,4.114777,1,DDoS,UDP
982950,udp,192.168.100.150,53342,192.168.100.3,80,103516,1.795577,100,0,4,3.591125,100,0,0.446722,4.498474,1,DoS,UDP
2268095,tcp,192.168.100.150,31714,192.168.100.3,80,92554,0.052346,100,3.65742,3,3.709765,100,0,0.271309,3.762111,1,DDoS,TCP
680471,udp,192.168.100.148,19160,192.168.100.6,80,63194,1.564166,74,0,4,2.708557,74,0,0.23284,3.66738,1,DoS,UDP
2253895,tcp,192.168.100.149,21390,192.168.100.3,80,78354,1.675588,32,0,3,2.364356,100,0,0.283336,3.683498,1,DDoS,TCP
2516830,tcp,192.168.100.147,11216,192.168.100.3,80,79142,2.448334,100,0,3,2.448334,100,0,0.100555,4.896669,1,DDoS,TCP
1265396,udp,192.168.100.147,46269,192.168.100.7,80,123807,1.815445,61,0,4,2.221444,61,0,0.211011,3.842027,1,DoS,UDP
3305666,udp,192.168.100.148,1261,192.168.100.3,80,152738,0.641827,100,2.777224,4,3.683967,100,0,0.7248,4.173024,1,DDoS,UDP
1669175,tcp,192.168.100.148,8111,192.168.100.3,80,17934,0.035792,96,0.01917,1,0.054962,100,0.101749,0.305248,0.090754,1,DDoS,TCP
3063929,udp,192.168.100.147,35388,192.168.100.3,80,173151,1.373305,100,1.96467,4,3.906816,100,0,1.025245,4.879982,1,DDoS,UDP
3500768,udp,192.168.100.147,19584,192.168.100.3,80,85687,0.956703,100,2.933024,4,4.285713,100,0,0.941115,4.98652,1,DDoS,UDP
495558,tcp,192.168.100.150,46,192.168.100.3,80,231931,0,100,0.182148,1,0.182148,100,0,5.490041,0.182148,1,DoS,TCP
2346276,tcp,192.168.100.149,41929,192.168.100.3,80,170736,0.113272,45,3.424522,3,3.53779,100,0,0.282345,3.651058,1,DDoS,TCP
1782992,tcp,192.168.100.150,28734,192.168.100.3,80,131751,0,53,0.227874,1,0.227874,100,0,4.38839,0.227874,1,DDoS,TCP
953998,udp,192.168.100.150,46150,192.168.100.3,80,74564,1.794825,100,0,4,3.589614,100,0,0.446663,4.494382,1,DoS,UDP
3170670,udp,192.168.100.148,37824,192.168.100.3,80,17742,0.64743,100,2.77257,4,3.688028,100,0,0.72372,4.159885,1,DDoS,UDP
2703630,udp,192.168.100.150,4791,192.168.100.3,80,75013,1.905938,94,0,4,2.695327,100,0,0.396942,4.060608,1,DDoS,UDP
576941,tcp,192.168.100.148,61452,192.168.100.6,80,51159,0.0169,100,0,1,0.009757,100,0,0.053139,0.039029,1,DoS,TCP
968123,udp,192.168.100.149,15567,192.168.100.5,80,88689,0.030139,100,4.081385,4,4.117517,100,0,0.243006,4.155164,1,DoS,UDP
2854901,udp,192.168.100.149,50673,192.168.100.3,80,226284,1.397485,14,2.018385,4,3.41587,100,0,0.367382,4.813355,1,DDoS,UDP
2423621,tcp,192.168.100.150,911,192.168.100.3,80,248081,0.010251,42,3.968278,1,3.978528,100,0.129538,0.42704,3.988779,1,DDoS,TCP
431107,tcp,192.168.100.149,42343,192.168.100.5,80,167478,2.238942,100,0,1,2.237007,100,0,0.170324,4.605653,1,DoS,TCP
3282658,udp,192.168.100.150,56947,192.168.100.3,80,129730,1.928971,100,0,4,2.727863,100,0,0.490624,4.113428,1,DDoS,UDP
387053,tcp,192.168.100.147,20144,192.168.100.7,80,123423,1.799782,100,0,3,1.039104,100,0,0.178326,4.156418,1,DoS,TCP
1817826,tcp,192.168.100.148,46188,192.168.100.3,80,166585,0,52,0,3,0,100,0,0,0,1,DDoS,TCP
2717153,udp,192.168.100.150,8302,192.168.100.3,80,88536,1.656817,100,0,4,2.022935,100,0,0.333409,4.058298,1,DDoS,UDP
540384,tcp,192.168.100.147,13421,192.168.100.7,80,14602,0,100,0,3,0,100,0,0.067944,0,1,DoS,TCP
3005917,udp,192.168.100.147,9380,192.168.100.3,80,115139,1.830261,27,0.994838,4,3.583203,100,0,0.951845,4.884785,1,DDoS,UDP
2660253,udp,192.168.100.148,9405,192.168.100.3,80,31636,0.310721,100,3.486008,4,3.925389,100,0,0.59931,4.150544,1,DDoS,UDP
3541727,udp,192.168.100.148,57373,192.168.100.3,80,126646,0.735346,100,2.563142,4,3.602833,100,0,0.739531,4.142333,1,DDoS,UDP
1497583,udp,192.168.100.147,45544,192.168.100.7,80,93840,1.572242,82,0,4,2.72319,82,0,0.246446,3.637748,1,DoS,UDP
2355453,tcp,192.168.100.150,48714,192.168.100.3,80,179913,0.054466,84,3.616224,3,3.67069,100,0,0.268619,3.725156,1,DDoS,TCP
2027367,tcp,192.168.100.147,40439,192.168.100.3,80,113973,0.228227,64,3.06035,3,3.376751,100,0,0.296007,3.590176,1,DDoS,TCP
1460856,udp,192.168.100.150,4784,192.168.100.3,80,57113,1.924652,100,0,4,3.847801,100,0,0.621607,4.91223,1,DoS,UDP
3273728,udp,192.168.100.147,31359,192.168.100.3,80,120800,0.821691,100,2.983171,4,3.988235,100,0,1.0027,4.995891,1,DDoS,UDP
3248964,udp,192.168.100.147,16506,192.168.100.3,80,96036,0.82243,67,2.979378,4,3.982131,100,0,1.003151,4.993852,1,DDoS,UDP
776210,udp,192.168.100.147,55054,192.168.100.7,80,158933,0.892152,100,2.558237,4,3.063487,100,0,0.35565,4.845581,1,DoS,UDP
938774,udp,192.168.100.148,21487,192.168.100.6,80,59340,0.007178,100,3.565616,4,3.576345,100,0,0.279595,3.585658,1,DoS,UDP
2130713,tcp,192.168.100.150,61661,192.168.100.3,80,217320,2.003356,97,0,3,2.003356,100,0,0.139296,4.006711,1,DDoS,TCP
1424410,udp,192.168.100.150,34774,192.168.100.3,80,20667,1.223622,100,1.738668,4,4.185839,100,0,0.586788,4.812626,1,DoS,UDP
2999660,udp,192.168.100.147,6077,192.168.100.3,80,108882,1.367884,100,1.975929,4,3.910391,100,0,1.025063,4.884463,1,DDoS,UDP
2763267,udp,192.168.100.150,20221,192.168.100.3,80,134650,2.026876,100,0,4,2.854605,100,0,0.396769,4.507217,1,DDoS,UDP
3618984,tcp,192.168.100.149,36618,192.168.100.3,3306,24419,0,25,0.197492,6,0.197492,100,25.31748,30.380978,0.197492,1,Reconnaissance,Service_Scan
235617,tcp,192.168.100.149,65488,192.168.100.5,80,234140,0,92,0,3,0,92,0,0.124397,0,1,DoS,TCP
787625,udp,192.168.100.147,57637,192.168.100.7,80,170348,0.846504,43,2.561867,4,3.043433,43,0,0.35823,4.732974,1,DoS,UDP
316756,tcp,192.168.100.149,8036,192.168.100.5,80,53126,2.113887,100,0,3,1.220454,100,0,0.130832,4.881814,1,DoS,TCP
158352,tcp,192.168.100.149,34786,192.168.100.5,80,156875,0,97,0,3,0,97,0,0.111807,0,1,DoS,TCP
2016332,tcp,192.168.100.150,37662,192.168.100.3,80,102938,0.18992,93,4.023623,1,4.213549,100,0,0.275188,4.403474,1,DDoS,TCP
3592037,tcp,192.168.100.147,33423,192.168.100.7,9290,14833,0,100,0.000728,1,0.000728,100,0,0,0.000728,1,Reconnaissance,OS_Fingerprint
2097836,tcp,192.168.100.150,55393,192.168.100.3,80,184442,2.098871,68,0,1,2.098871,100,0,0.205948,4.197743,1,DDoS,TCP
3566839,udp,192.168.100.149,9847,192.168.100.3,80,151758,0.816667,100,2.362922,4,3.517232,100,0,0.477546,4.127477,1,DDoS,UDP
816428,udp,192.168.100.149,40046,192.168.100.5,80,199151,2.111887,100,0,4,2.111034,100,0,0.214406,4.306961,1,DoS,UDP
471982,tcp,192.168.100.149,53591,192.168.100.5,80,208353,2.114947,100,0,1,1.530778,100,0,0.127404,4.521484,1,DoS,TCP
964531,udp,192.168.100.147,48837,192.168.100.7,80,85097,0.433561,100,1.421685,4,2.3909,100,0,0.404188,2.596587,1,DoS,UDP
1043552,udp,192.168.100.150,7711,192.168.100.3,80,164118,1.789141,70,0,4,3.578099,70,0,0.446578,4.487414,1,DoS,UDP
1335402,udp,192.168.100.148,65434,192.168.100.6,80,193813,2.084237,100,0,4,2.082471,100,0,0.178923,4.286262,1,DoS,UDP
2732300,udp,192.168.100.150,12268,192.168.100.3,80,103683,2.100035,13,0,4,2.942011,100,0,0.388867,4.764656,1,DDoS,UDP
96531,tcp,192.168.100.149,17895,192.168.100.5,80,95054,0.019969,100,0,3,0.011529,100,0,0.105711,0.046116,1,DoS,TCP
1307589,udp,192.168.100.148,53566,192.168.100.6,80,166000,2.022582,97,0,4,1.651048,97,0,0.188633,4.196513,1,DoS,UDP
486726,tcp,192.168.100.150,56768,192.168.100.3,80,223099,0.024743,100,0.134917,1,0.159661,100,0.03701,0.111029,0.184404,1,DoS,TCP
1685571,tcp,192.168.100.148,13977,192.168.100.3,80,34330,0.044245,100,0,1,0.044245,100,0,0.200474,0.088489,1,DDoS,TCP
1710293,tcp,192.168.100.148,19618,192.168.100.3,80,59052,0,21,0,3,0,100,0,0.098821,0,1,DDoS,TCP
2511319,tcp,192.168.100.147,7493,192.168.100.3,80,73631,1.885103,100,0,3,1.332969,100,0,0.08365,3.998908,1,DDoS,TCP
3298617,udp,192.168.100.150,59657,192.168.100.3,80,145689,1.929227,85,0,4,2.728192,100,0,0.49067,4.116815,1,DDoS,UDP
3210957,udp,192.168.100.147,62570,192.168.100.3,80,58029,0.824649,100,2.976557,4,3.98303,100,0,1.002994,4.996492,1,DDoS,UDP
2896418,udp,192.168.100.148,47797,192.168.100.3,80,5640,0.632458,79,2.760594,4,3.65502,100,0,0.72956,4.104632,1,DDoS,UDP
3638570,udp,192.168.100.147,43776,192.168.100.5,62677,14971,0,14,0,4,0,56,0,0,0,1,Reconnaissance,Service_Scan
